Filename,symmetry_index,aspect_ratio,pixel_ratio,Red Min,Red Max,Red Mean,Green Min,Green Max,Green Mean,Blue Min,Blue Max,Blue Mean,Red Median,Red Std Dev,Green Median,Green Std Dev,Blue Median,Blue Std Dev,Blue Entropy,Green Entropy,Red Entropy,Area-Perimeter Ratio,Contour Perimeter,Hu Moment 1,Hu Moment 2,Hu Moment 3,Hu Moment 4,Hu Moment 5,Hu Moment 6,Hu Moment 7
1,66.64550436689797,0.8369826410720307,0.007428041666666667,5,208,68.08574489687165,3,199,54.88274724719952,1,193,39.89286415473246,56.0,47.955398851745045,37.0,45.31119677847598,24.0,36.25074695745675,6.47609,6.9447875,7.2400455,24.048238382527586,7396.986721873283,0.6889783167792382,3.5459273944178573,3.367619755097936,4.927408059478608,9.069141546649327,-6.874668540292728,9.322314250753733
2,66.64550436689797,0.6854201771569693,0.008553,2,248,63.786497914961615,2,251,52.07965041505904,1,244,35.74698836279995,55.0,42.153507582366785,34.0,42.86612366914757,19.0,34.61711714803009,6.3368015,6.7796173,7.06175,25.26699612068053,8095.916864156723,0.6302567607522116,2.6045800780461206,2.410479969421572,3.6401050896982405,-7.068447316478671,4.943744351398646,6.701985717416525
3,66.64550436689797,0.8074667161680367,0.022093125,3,255,107.17633313530793,2,255,87.79487547007548,1,255,65.01694298814107,114.0,58.77135873718156,86.0,60.05760424323768,52.0,54.823595689308156,7.297956,7.555668,7.691217,44.954050834657,11725.595140218735,0.6832299776101836,4.422659548384705,2.5362009104671386,4.141483414966025,7.479600368083644,6.361746211888531,-8.740402024688404
4,66.64550436689797,0.7124551343638821,0.013187375,5,219,87.58824254258334,3,213,71.03185180270272,1,201,50.4451263834548,88.0,46.32258744701816,61.0,46.08575993578402,36.0,37.445620697219006,6.782822,7.0726194,7.123428,31.289472125086714,10101.06526362896,0.6666016787653196,2.1963482405227643,3.777917194331809,4.505277769860811,-9.09397091553693,6.380032393044456,8.64942481653494
5,66.64550436689797,0.7500184981749349,0.009164625,6,255,123.1770030597724,1,250,100.89842236872016,1,245,80.98114675060039,134.0,62.355944159380286,91.0,63.029354606891445,63.0,60.62496157686189,7.383201,7.531218,7.651067,28.57167941383333,7627.62303340435,0.5983128616879989,2.3322392840722337,2.264125666359857,3.114500960220604,5.888996396446667,5.928306375218582,-6.0480994975377005
6,66.64550436689797,0.9470990979107503,0.005916833333333333,7,201,100.47562040505902,4,199,84.3832779358328,1,204,68.36673168876713,109.0,49.63504030114972,78.0,51.36793580317763,55.0,48.982371333055475,7.175916,7.279962,7.3353653,27.16491541264824,5174.744624257088,0.6415951156687627,2.0494261303660815,2.499617810861769,3.388157978223532,6.3329874160374615,4.452916561486255,7.492144874037288
7,66.64550436689797,0.4603287618443225,0.00565875,11,238,91.57896325749209,9,234,72.75433325970106,4,223,50.997989838745305,87.0,41.37874968559628,70.0,36.76008197680118,42.0,34.73129526181651,6.6722713,7.05097,7.3228636,28.705272996507826,4728.295042395592,0.6219497933227024,1.5777309437873197,4.087757961208045,4.721664795298506,9.85710096258348,-5.773445120852047,-9.072373425343345
8,66.64550436689797,0.5978617999979519,0.007454083333333333,4,168,55.60429406701025,4,171,43.240164786638196,3,183,36.929926550324765,47.0,35.66732309580311,31.0,35.56519093882558,24.0,37.34231347870392,6.225748,6.4589543,6.81497,30.57569385723643,5815.436301469803,0.5855967930342708,1.5869133536743774,2.9864570179742818,3.634305810783682,-6.969927613409995,-4.508137619641228,7.420111432450918
9,66.64550436689797,0.9474276191570501,0.0071994166666666665,6,255,87.62007338557522,3,255,71.39061613788154,1,254,68.25644780404232,93.0,52.732799317952306,64.0,51.894715129430246,57.0,54.63180011861349,6.929246,6.960728,7.3466887,27.993465020963427,6172.58348941803,0.616610209298387,2.8614172948484455,1.9706069953900225,3.8076838701707936,-6.785897993278884,5.404229850839413,-6.932465161650712
10,66.64550436689797,0.7968611165062142,0.015783458333333333,4,255,82.97670029012441,1,255,63.63558747046478,1,255,60.463047422364596,80.0,52.421580903076965,48.0,48.94095558910766,45.0,50.82663964478578,6.973985,6.968501,7.3461246,46.01915275009122,8185.048561096191,0.671124273916934,3.136280087603541,2.6255099759490443,5.328335856696392,9.27931947553721,-7.059416632137786,9.45224334686773
11,66.64550436689797,0.9282925986326115,0.013630916666666666,12,255,120.44338849796112,2,246,89.04904292325656,1,255,82.3208496144509,124.0,45.803679936673696,90.0,42.44465622019857,80.0,46.70092122044808,7.4623914,7.369027,7.5088167,53.52176359326301,6116.399722695351,0.7018839361917585,2.673337893731168,3.0064053370574113,5.025773695111826,9.664789249984171,6.366938486125835,8.999737773537394
12,66.64550436689797,0.8913043775223994,0.018040083333333335,10,235,109.42017544264854,1,195,75.5980297955884,1,255,82.70257829227113,108.0,44.65068681391251,72.0,37.5926957726924,73.0,51.19626268048209,7.3807154,7.1891217,7.4803534,50.437726609841846,8535.852603554726,0.6577116306816104,3.623370278697092,2.6175179890715112,3.659292980193805,6.8478773257028775,5.847203183411599,-7.1386518160680525
13,66.64550436689797,0.47183106936392566,0.01632,5,255,104.91751429738562,3,255,78.35397263071896,1,255,52.78378793896455,100.0,47.95069201817908,71.0,42.87685784035862,43.0,39.571520268579995,7.027593,7.3389945,7.567187,41.74027181854539,9372.111942648888,0.6030541175536244,1.5529234055271377,2.786618540641927,3.3041700664288984,6.382467754530245,4.1248434545297235,-6.7746683136446535
14,66.64550436689797,0.815253639147237,0.010996041666666666,10,255,137.159940129971,1,245,107.28404483482505,1,255,99.56432964609316,136.0,52.058052457106484,103.0,48.880828105754325,91.0,51.476520825639454,7.582676,7.5581083,7.676814,41.822469993486266,6268.0898579359055,0.6822943523482418,2.7894604292107728,2.5903681017242906,4.8730010446455125,8.626879970426284,-6.2874515871020416,8.946710310553618
15,66.64550436689797,0.8430820096023685,0.015960666666666668,9,255,123.58951432688693,1,254,94.87984921107316,1,255,80.79363384282783,125.0,51.207615915481725,98.0,45.32117091181814,82.0,41.5175954718133,7.3173122,7.449397,7.6625476,30.774262008665303,12471.314499497414,0.6082566495502914,2.542849783101838,3.4468231269942216,3.831957320672886,7.520634188056897,-5.177314017979907,7.809161362926871
16,66.64550436689797,0.5956641074753817,0.016806708333333333,13,255,107.12669792072114,1,255,87.01991783953173,1,255,66.91991877075053,100.0,46.72087409835131,84.0,40.77949541829756,62.0,34.57744720677461,7.0407305,7.3014464,7.479871,40.07179413281791,10016.010230779648,0.5266302471873526,1.5813088723040776,2.107379099073049,2.6040831995536697,4.99182783325691,3.3988515745618355,5.391297848597589
17,66.64550436689797,0.9460794189824291,0.014791666666666667,3,255,122.81285070422535,1,255,106.69242884876012,1,255,75.13516950712783,117.0,48.48137159819738,110.0,47.31637552320597,66.0,44.37497448299574,7.363329,7.531463,7.555702,41.688650945424946,8468.144015073776,0.6504077285375568,3.232457899422815,2.6894683945339333,4.384213975404862,-8.898499124857643,6.2745253101349485,7.919486177286109
18,66.64550436689797,0.799720454304738,0.013739375,17,255,137.03837207539158,2,255,112.9003466335904,1,255,96.13840283654386,133.0,49.88789876042468,110.0,47.94826171025425,88.0,48.8387449664923,7.542911,7.5678453,7.6148615,39.44137473545137,8316.761324882507,0.5787451984608792,3.1052067812581456,1.818895545110714,2.623571327008013,-4.850618524210669,-4.774551406496296,5.6337226895718695
19,66.64550436689797,0.8422396526504353,0.012374958333333333,7,255,107.66460156431503,1,255,88.38304269797605,1,255,65.93968676321994,106.0,37.61886929525813,96.0,38.37863581415881,63.0,33.291459253623856,6.9263487,7.144541,7.1337113,36.53960818813905,8115.056912302971,0.6641540032951126,2.5296006555132493,2.522907408177441,3.534990192744156,7.116674675319278,4.824731329269391,6.581463031038953
20,66.64550436689797,0.9647940596692237,0.019336625,8,255,91.69727136974524,1,255,68.30191700175409,1,255,60.71749021336168,88.0,55.17673290675578,61.0,47.40641279552245,49.0,45.91920867051525,7.14778,7.247908,7.5888205,63.300005339166894,7282.803493142128,0.6303928761748069,2.283385181088349,2.425729346350277,3.532973945474943,-6.516549251835307,-5.117099147296621,7.361833970591402
21,66.64550436689797,0.619732437299047,0.016043791666666668,14,235,123.07637429846956,3,207,101.78055374482861,1,255,100.21618006477637,119.0,41.17356949408899,104.0,37.92597211324834,97.0,45.57098349712698,7.4756575,7.202653,7.3285108,35.629239650777656,11043.485739707947,0.5680251815276266,1.7808627465026676,4.042483863864412,4.474463358081004,8.746440720689243,-6.3626217251381885,9.073221763154761
22,66.64550436689797,0.7152270357781394,0.013813416666666667,9,255,146.08903179879465,1,255,105.83070500368007,1,255,104.0519539757675,162.0,68.4192435397954,111.0,59.33762373156722,99.0,66.66994484915942,7.839306,7.7192774,7.860942,36.10090772384032,9139.368531227112,0.6573425990180702,3.1221339496299723,2.5725761201224504,3.7029381528612344,6.912235963564109,5.334436111062524,7.115112756544264
23,66.64550436689797,0.4154141423998046,0.016773916666666666,4,255,116.20372155181407,1,255,98.59345059629233,1,255,81.48870069830355,119.0,46.68012376230329,103.0,47.23387425382765,77.0,45.552661355767974,7.439542,7.50224,7.531464,39.690849061544,10133.721235752106,0.5320227027617392,1.3071351870452865,2.4436811075218943,3.456509009936932,-6.55561437832723,-4.169144507995569,-6.558319340582983
24,66.64550436689797,0.957852106698235,0.022504791666666666,1,255,77.35884290451408,1,255,51.63498411428825,1,255,50.18093375485463,75.0,44.1364841919306,44.0,34.653588575308454,38.0,39.572557564809976,6.9349446,6.9052925,7.39471,57.46080144348996,9383.26626944542,0.6526571716016352,3.378343702300902,2.5434606077255224,4.226824973412586,8.047172185994786,6.581719432016195,7.640751298618833
25,66.64550436689797,0.5446945008152119,0.011481458333333333,4,255,98.57262615448822,1,255,88.23314909507928,1,255,82.77229518085423,103.0,49.209520443925015,93.0,49.10744914858367,87.0,47.791230136855766,7.380629,7.4482245,7.4761195,31.586210148867252,8767.243638753891,0.5771424707198961,1.8985372709993469,2.494986999375563,3.3931292009176657,6.345045280909934,4.884673094278279,-7.058740659929029
26,66.64550436689797,0.917858356204371,0.016388666666666666,3,255,102.49157191961925,2,255,84.50395344343652,1,255,89.85138622950153,110.0,66.54924628065606,87.0,56.551863801877325,86.0,64.94403726542984,7.661168,7.5030785,7.6725006,38.85752738686747,10084.506821513176,0.6012411514389153,2.1476423489730023,2.268917455877341,3.1645378195715224,5.955091882421796,4.3703590842786175,6.151247217163247
27,66.64550436689797,0.7281891596410799,0.0037650416666666665,9,255,108.01700955058045,2,255,73.94404541882933,1,255,60.12025091989183,108.0,44.818181233127966,69.0,41.26398317986871,52.0,40.269370113633066,7.091366,7.252641,7.469696,22.435606455571225,4052.932564139366,0.6916944165693933,2.0701583451663135,2.980825748108082,3.8483257775178896,7.263297207537906,4.9763722249805475,-8.383074750798814
28,66.64550436689797,0.863043488777842,0.0075635,9,255,152.47568916506907,4,255,129.38861527952227,1,255,111.50521444508718,170.0,59.95392429036446,141.0,59.317604735833484,111.0,61.911638080460975,7.8002133,7.742768,7.6683464,22.84213471686121,7869.141926884651,0.645561566666593,2.04167313977928,2.7576820350072646,3.6071731975891925,6.976479669410049,4.6795392570276775,6.90832452198889
29,66.64550436689797,0.7448958110241753,0.014925208333333334,1,255,95.33791826957973,1,255,78.60833379864873,1,255,68.75452267833053,93.0,57.236789498780425,72.0,54.29438669731922,58.0,50.89894394597426,7.3823776,7.5117702,7.6640778,38.26614369832364,9327.958490252495,0.6701973914879241,2.0629414246759463,3.038150601531273,3.802189779731378,-7.221667941823804,-4.8614284056710035,-9.0842754596528
30,66.64550436689797,0.9179231833176461,0.017855458333333334,21,255,138.3798908363689,1,255,99.07096701927318,1,255,77.35321555199492,132.0,49.31233198542175,100.0,44.21555971264026,69.0,48.507611069783465,7.446199,7.4112554,7.551549,51.53482859807931,8275.810972929,0.6757233321298817,2.8424107382026125,2.328725639647412,4.386310734042468,8.91430740731166,-5.823447061384063,7.742260830232358
31,66.64550436689797,0.9485857713272674,0.011362125,8,255,130.80313615044133,1,255,110.84368158364718,2,255,93.56331985023122,139.0,50.07429689633281,120.0,49.40002021304206,95.0,47.63672063629761,7.4997025,7.502301,7.5686636,86.90103568577663,3121.297667622566,0.6834045385996504,3.039877715734176,2.7598890223531365,3.499700089659484,-6.753005598672192,5.025129159425993,6.81025442522852
32,66.64550436689797,0.7783381454904102,0.009864166666666667,2,255,91.086939258258,1,255,76.28373863199558,2,255,74.69476383174649,81.0,68.51819481173814,61.0,60.8616971237911,58.0,58.45082250831513,7.475281,7.48414,7.6329165,62.21211700361334,3777.0134069919586,0.6193042332110129,2.736072444796389,2.46306704511664,3.199365434512083,6.148950015047401,4.660387879194945,-6.218687360772627
33,66.64550436689797,0.7858479618224581,0.008155916666666667,6,255,84.73465071369456,2,255,70.85525845245272,1,255,55.497647377374975,77.0,55.267635366736165,63.0,50.385320929257716,42.0,44.80968301857826,7.0373564,7.353355,7.530644,50.43588679688837,3845.0895248651505,0.5977326598267843,2.69328619257222,1.933341920005996,2.9660061393546915,-5.428417183430522,-4.353894235266218,-6.037621909107766
34,66.64550436689797,0.8269842506278396,0.0080445,7,255,79.30026208382539,5,255,65.87739034951416,1,255,44.361349938069104,70.0,51.360768548920966,51.0,48.33149801074313,32.0,36.9909169742142,6.7684784,7.1615334,7.4441767,49.03721710202911,3898.38598716259,0.5532165024523995,2.7433829357869373,1.8066139371239796,2.9052999340883594,5.3245205896151,4.296287393586043,5.559878440148331
35,66.64550436689797,0.583006500494487,0.00541725,5,192,71.2880612857077,5,188,57.11564139246543,1,182,48.08545496500269,57.0,48.883767544162055,37.0,49.54143218502322,28.0,47.2021851276119,6.69293,6.8613157,7.243291,55.03548007865209,2342.388942837715,0.6722400244077025,1.878479962435612,3.619420198948549,4.701492737065252,9.160839623395985,-7.724626438368718,8.8726183684747
36,66.64550436689797,0.926838984166608,0.009457333333333333,9,255,111.74829497391795,7,255,88.43912572254335,5,238,63.46918616946285,118.0,50.74702261561796,97.0,46.2221421554381,65.0,35.499562430911034,6.973955,7.3335032,7.5727053,56.59596775630067,3977.7657123804092,0.6213034143085019,3.0075414335989197,2.1246690466697586,4.068548433766941,7.165580568203004,-5.714684365290175,-8.3126111883217
37,66.64550436689797,0.9876209713353613,0.0104475,11,255,142.60352556432957,8,255,117.72198691872059,3,255,91.58783834983788,151.0,63.649250228512784,128.0,62.295756441217904,88.0,53.26071983320733,7.5901566,7.7075577,7.7865434,62.918672824014145,3955.057995200157,0.5808768689197222,2.2919686705904034,2.0612440335749227,3.0385759726765844,5.964811053017292,4.193891259417776,5.630692013805447
38,66.64550436689797,0.8090656326954085,0.01157,3,255,111.84223149752052,1,255,92.68099266413854,1,255,73.76012702486429,109.0,47.0269654511382,91.0,45.57876729106329,65.0,44.09892690014207,7.3403554,7.486216,7.5575943,84.0121271306193,3294.75647687912,0.719855004466016,2.507045509003238,2.934633223409851,4.175085844577291,7.7557434426945635,5.503128126064481,-8.179955573611107
39,66.64550436689797,0.8446601941747572,0.016584833333333333,4,255,92.50466791948467,1,255,68.24639495280826,1,255,53.44594458565065,87.0,50.42578035190769,65.0,44.58816868058127,45.0,41.98480314162374,6.904958,7.202549,7.453475,83.73714814279835,4726.337220430374,0.692474219806053,2.8237793756767835,2.6750404971546553,4.457475079498103,8.679838824509396,6.056474300587719,8.028879712593291
40,66.64550436689797,0.8891428571428571,0.01470125,8,210,85.4321798033047,5,191,71.09253181418813,1,152,56.066102978079094,90.0,39.00912966809165,72.0,34.21862788442583,52.0,29.16526743057317,6.7631783,6.999942,7.1366963,78.66296233789177,4453.055028557777,0.6398179332876458,3.2145465571496623,2.2588673851867505,3.555402892409395,6.5148620522316785,5.382661252586798,6.7964099457353075
41,66.64550436689797,0.4409236568656111,0.0093895,8,255,107.5233061753377,5,255,97.90795125761045,2,255,77.16873163934572,101.0,55.845213272471106,89.0,55.901935027795396,62.0,52.38133532489914,7.3504496,7.5564632,7.5825915,72.16504001614105,3102.021421313286,0.5774909680610102,1.4438938053612886,2.702021453594684,3.1917548472651855,6.138651114281747,3.9138697021234603,-7.888159410554596
42,66.64550436689797,0.9313056253366975,0.013253875,3,255,108.27123514192391,1,255,92.45729429961897,1,255,76.2890383212138,102.0,46.35064452495272,91.0,45.368179585141895,68.0,42.863069925177264,7.340931,7.461849,7.507256,72.29644866008526,4374.018445730209,0.7043380718215679,3.4307826733272786,4.247425483568262,4.2689459477155856,-8.781615707315423,-6.015152503861627,-8.579674018734911
43,66.64550436689797,0.6037816422826089,0.019391333333333333,11,255,119.0475448654038,1,255,85.42323824421773,1,255,76.52156340026659,122.0,47.99796880583717,84.0,44.95245864802464,79.0,42.7223091356597,7.2974706,7.4272785,7.56929,89.01910136330315,5200.226613283157,0.6214027111034451,1.9638130360479598,2.80235670477652,4.0359972254764624,-8.40978349736105,5.121572945688149,7.456486250167907
44,66.64550436689797,0.9530678969598909,0.012554333333333334,9,255,127.00183867456124,1,255,103.29490872884169,1,255,88.44522935353442,127.0,48.30789912343073,106.0,45.1959315936269,85.0,45.46596517587922,7.448205,7.4537573,7.567196,81.84769756672092,3660.011324763298,0.62768547990634,3.7172619233585276,1.996420698718752,3.449392367841616,-6.21005355055525,-5.708931270937448,6.57026378917963
45,66.64550436689797,0.9115611121332741,0.013615416666666666,9,235,89.05096857116627,6,217,74.80014689230957,1,250,47.3456859659971,79.0,46.040288134023065,68.0,42.82184800071397,32.0,42.04209301943399,6.747534,7.2126465,7.3784847,71.81249594824493,4521.128192424774,0.6615994626473134,2.2352382556895254,3.2139261676198463,5.46981861579088,9.610574795074658,-6.684623763741529,-9.817370389295586
46,66.64550436689797,0.9451582354052109,0.020934458333333333,5,255,98.75631484772913,2,243,84.42261546974082,1,241,68.48817466337759,98.0,45.116983404329694,84.0,42.30267497143755,60.0,44.161856556184176,7.277279,7.3150587,7.4614835,100.88033328958493,4957.36367726326,0.710954911722042,3.7767772178434855,2.6114997412861958,4.870311576830614,8.629918682051944,6.760265919243536,8.968049174551126
47,66.64550436689797,0.9710386578724336,0.012116,3,255,94.8547272202047,1,243,82.95568455768814,1,255,109.72384306873138,87.0,59.198221012850674,78.0,52.42729801160636,97.0,66.94287514806337,7.805984,7.3948565,7.570297,73.67151432992365,3921.8346823453903,0.668492555949252,3.2499536979597416,2.258978750711482,4.504832473971678,8.019320705007347,6.313617072808652,-8.04664032750731
48,66.64550436689797,0.6558773795828332,0.009546375,6,255,109.06776568767377,4,237,89.05055583925835,4,255,110.66532671651106,111.0,62.73058274468275,87.0,54.26655384488815,101.0,66.23459967379456,7.767849,7.5021524,7.7175016,70.73775078649372,3217.383892893791,0.6734106261503675,2.114767839650166,2.4623011142726137,3.807326876628086,7.490821329417349,-5.637833807543052,-6.959715242689154
49,66.64550436689797,0.6865629693639261,0.01780525,32,255,181.83911814399312,14,255,184.90425576725966,17,255,159.38617355368032,189.0,38.70784946363298,192.0,37.773434693499425,155.0,44.09615550758479,6.996544,6.9442053,6.8936586,144.12728972359022,2955.4326652288437,0.7506258577096988,2.5711357739999254,2.946431449782236,4.4848167583635625,-8.952322165330283,-6.071587814768496,8.1992338816974
50,66.64550436689797,0.7586096804616722,0.019849666666666668,10,255,122.11744739626191,4,250,95.00974827453022,4,255,104.86522653612991,121.0,54.72590692677946,88.0,53.278151485722134,102.0,56.3744061622761,7.7017293,7.6018357,7.7109585,89.15492740567184,5314.8885180950165,0.672762936847168,2.5959350658536517,2.5900509407289882,3.7290722643261067,7.149324879856528,5.216566882655104,6.965741883757566
51,66.64550436689797,0.9576925910988143,0.021936333333333332,5,247,129.2709602789892,2,248,108.5601475482077,2,255,131.83512703429622,135.0,52.81239303662712,108.0,50.47306293529595,134.0,58.2764068959622,7.7581744,7.5779386,7.6228094,109.93005124595017,4768.777909755707,0.6555601835208855,2.442193205446063,2.2425238877959592,4.054314534723089,-7.202141502276601,-5.279697088428433,-8.841487173676962
52,66.64550436689797,0.8966995668984914,0.020392,7,245,109.41142564077415,1,240,97.1190289373562,6,255,105.92190564927422,110.0,47.05223512411098,98.0,47.8768050166617,102.0,51.5217163980035,7.6280622,7.530424,7.5331254,112.86096038524376,4318.136212348938,0.6646136303462142,2.8687415226957658,2.2557200081558855,4.342421097975757,-7.779168881708484,6.527589299508137,-7.799983539815275
53,66.64550436689797,0.7373083554140707,0.0164825,19,255,124.50289953991607,1,234,105.12450609372274,1,241,105.59176146417919,118.0,48.61106263466452,102.0,46.842134271510666,98.0,46.93231968967758,7.490116,7.514038,7.5648327,109.42638127625115,3599.3422738313675,0.6750928226886165,2.456674150609817,2.379305887816859,4.39136349614772,-8.779230281642562,-5.62689933022224,7.7760033210632935
54,66.64550436689797,0.9515556231269591,0.01179075,7,234,111.74148166995315,1,240,99.25851570975733,1,238,84.51239225470827,104.0,55.12735174473065,91.0,55.87585840050301,70.0,53.71306247538559,7.500478,7.623922,7.625304,68.33413607338454,4112.271203637123,0.6023901335467825,1.8445081090409876,2.6242891827721895,3.494392195015564,-6.713749522488362,-5.57495208894618,-6.694723883633911
55,66.64550436689797,0.813836085778395,0.013451333333333333,4,220,71.99095195024037,1,191,48.063795088855,1,170,36.18150731774039,67.0,40.42840314215665,38.0,38.23780394746878,22.0,31.981206024457013,6.4481144,6.887104,7.212789,75.90156524166682,4227.48857653141,0.6756436865825486,2.7492313864382485,2.828952470352589,5.119100976134157,9.61969834988925,6.547554770904724,-9.048305011870772
56,66.64550436689797,0.7292364642098385,0.008527833333333333,1,255,92.5659101458481,1,255,76.87033128114922,1,255,59.964803950327564,80.0,54.07594998993741,67.0,50.86139309163242,47.0,43.963559584285626,7.1624484,7.445118,7.5710745,73.19326401331024,2778.2884496450424,0.6405390895226679,2.1562611528828377,2.426262363876429,2.9301576629941803,5.845031227556417,4.164427488737194,5.697331156583051
57,66.64550436689797,0.7333957772772499,0.007866333333333333,3,255,94.59682400114413,1,255,79.68756555180049,1,255,62.80022046392818,83.0,54.8550832070038,69.0,52.26630391162066,49.0,45.39312148954312,7.187674,7.4883633,7.6084023,67.13246654187475,2792.5310904979706,0.6085517530859857,1.9207329574751282,2.219153771915319,2.634550770640859,5.146120239742019,3.679545538591795,5.306756167405816
58,66.64550436689797,0.8198709460926612,0.010403666666666667,3,255,74.82939508506617,1,255,60.47057527794688,1,255,52.171809343742865,68.0,49.49227729865104,54.0,43.824063296595405,39.0,43.68838297700684,7.0073953,7.15439,7.4335833,70.74327390421261,3506.177850008011,0.6292022664731726,3.541577988872856,2.017844775754298,3.020274329715641,5.632480329585361,4.981428019401772,-5.767978809301674
59,66.64550436689797,0.9429202415158876,0.0114715,3,255,84.08003167269611,2,255,68.27720085865906,1,255,62.42763774550052,74.0,57.53349456179204,60.0,51.72035802733615,43.0,54.71550666708135,7.1841083,7.270438,7.5414124,67.7282761137019,4036.8885152339935,0.5605677417524522,3.1617116561578866,1.837141464122698,3.205941872133302,-6.659919541684077,-5.92459725317823,-5.7304419978694785
60,66.64550436689797,0.9330429503808793,0.007962833333333334,6,255,107.65947527052766,6,255,85.07537099441154,1,255,68.8753774261239,104.0,54.976860601758226,78.0,51.04521187023133,57.0,46.31843397196173,7.2781343,7.530676,7.709216,58.19992618882123,3257.9250940084457,0.6891111898439334,2.8484412643232835,2.9862081734401666,4.59669956849468,8.405070632527558,6.023680459404589,-8.816668653217079
61,66.64550436689797,0.7381383277283006,0.016996833333333333,4,211,75.80724840901736,3,193,52.755802551455666,3,240,69.63907247428442,70.0,49.46692969852889,47.0,34.12138298515471,58.0,46.39927561159466,7.2531605,6.825384,7.2050805,77.8672617726664,5207.162686467171,0.5244599107193203,1.881467647871237,2.261211605128414,2.796816341916383,5.370139177682457,3.903088701290707,5.692673872423361
